# This file: https://hgdownload.soe.ucsc.edu/hubs/UCSC_GI.assemblyHubList.txt
# last update: 2022-09-02, 2320 assemblies listed
#
# Providing a listing of assembly resources available for display in
# the UCSC Genome Browser.  Tab separated list currently with six columns,
# additional columns may be added in the futue.
# Construct a short URL with the accession name to display this assembly
# in the genome browser. For example: https://genome.ucsc.edu/h/GCA_003369685.2
#
# Note: a clade with suffix '(L)' is found in the 'legacy' set of assemblies.
# 'legacy' are assemblies that have become outdated and superseded by newer
# and better assemblies.
#
# currently clade groupings found in the GenArk are:
# birds fish fungi invertebrate mammals plants primates vertebrate viral
#
# where 'vertebrate' are the 'other' vertebrates not alreaded included in
#    birds fish mammals primates
#
# 'invertebrate' can include a broad range of organisms including single
#    cell eukaryotic protists etc.
#
# 'viral' currently includes most viruses of interest related to human
#         pathogens
#
# future plans to include selected sets of bacteria and archaea assemblies
#
# accession	assembly	scientific name	common name	taxonId	GenArk clade
GCF_001856805.1	P_rapae_3842_assembly_v2	Pieris rapae	cabbage white	64459	invertebrate
GCF_001857705.1	PanPar1.0	Panthera pardus	leopard (Maewha 2016 refseq)	9691	mammals
GCF_001858045.2	O_niloticus_UMD_NMBU	Oreochromis niloticus	Nile tilapia	8128	fish
GCF_001865875.1	LupAngTanjil_v1.0	Lupinus angustifolius	narrow-leaved blue lupine	3871	plants
GCF_001876935.1	Aspof.V1	Asparagus officinalis	garden asparagus	4686	plants
GCF_001879085.1	NIATTr2	Nicotiana attenuata	tobacco N.attenuata	49451	plants
GCF_001879475.1	Asagao_1.1	Ipomoea nil	Japanese morning glory	35883	plants
GCF_001883845.1	ASM188384v1	Diplodia corticola	ascomycetes D.corticola	236234	fungi
GCF_001890085.1	ASM189008v1	Hipposideros armiger	great roundleaf bat (ML-2016 2016 refseq)	186990	mammals
GCF_001890105.1	Aspzo1	Penicilliopsis zonata CBS 506.65	ascomycetes P.zonata CBS 506.65	1073090	fungi
GCF_001890125.1	Aspve1	Aspergillus versicolor CBS 583.65	ascomycetes A.versicolor CBS 583.65	1036611	fungi
GCF_001890705.1	Aspsy1	Aspergillus sydowii CBS 593.65	ascomycetes A.sydowii CBS 593.65	1036612	fungi
GCF_001890725.1	Aspwe1	Aspergillus wentii DTO 134E9	ascomycetes A.wentii DTO 134E9	1073089	fungi
GCF_001890805.1	Aspgl1	Aspergillus glaucus CBS 516.65	ascomycetes A.glaucus CBS 516.65	1160497	fungi
GCF_001890905.1	Aspac1	Aspergillus aculeatus ATCC 16872	ascomycetes A.aculeatus ATCC 16872	690307	fungi
GCF_001891065.1	H_comes_QL1_v1	Hippocampus comes	tiger tail seahorse (QL1 v1 2016)	109280	fish(L)
GCF_001891065.2	H_comes_QL1_v1.1	Hippocampus comes	tiger tail seahorse (QL1 v2 2016)	109280	fish
GCF_001896365.1	ASM189636v1	Talaromyces amestolkiae	ascomycetes T.amestolkiae CIB	1196081	fungi
GCF_001901225.1	ASM190122v2	Dermatophagoides pteronyssinus	European house dust mite	6956	invertebrate
GCF_001907595.1	ASM190759v1	Talaromyces atroroseus	ascomycetes T.atroroseus	1441469	fungi
GCF_001922835.1	NIST_Tur_tru_v1	Tursiops truncatus	common bottlenose dolphin (MMES2002162SC 2016 refseq)	9739	mammals
GCF_001937115.1	Atum_1.0	Aethina tumida	small hive beetle	116153	invertebrate
GCF_001949145.1	OKI-Apl_1.0	Acanthaster planci	crown-of-thorns starfish	133434	invertebrate
GCF_001952655.1	M_albus_1.0	Monopterus albus	swamp eel	43700	fish
GCF_001957025.1	Aet_MR_1.0	Aegilops tauschii subsp. tauschii	goatgrass A.tauschii	169297	plants
GCF_001970005.1	Flounder_ref_guided_V1.0	Paralichthys olivaceus	Japanese flounder	8255	fish
GCF_001984765.1	C.can_genome_v1.0	Castor canadensis	American beaver (Ward 2017 refseq)	51338	mammals
GCF_001995035.1	ASM199503v1	Momordica charantia	bitter melon	3673	plants
GCF_002006095.1	ASM200609v1	Pseudomyrmex gracilis	ant P.gracilis	219809	invertebrate
GCF_002006915.1	ViralProj376170	Human papillomavirus type 156	human papillomavirus type 156 (GC01 2017)	1248396	viral
GCF_002007265.1	ASM200726v1	Spinacia oleracea	spinach	3562	plants
GCF_002007445.1	ASM200744v2	Ailuropoda melanoleuca	giant panda (Jingjing v2 2020)	9646	mammals(L)
GCF_002007445.2	ASM200744v3	Ailuropoda melanoleuca	giant panda (Jingjing v3 2020)	9646	mammals
GCF_002021735.2	Okis_V2	Oncorhynchus kisutch	coho salmon	8019	fish
GCF_002022765.2	C_virginica-3.0	Crassostrea virginica	eastern oyster	6565	invertebrate
GCF_002042975.1	ofav_dov_v1	Orbicella faveolata	stony coral O.faveolata	48498	invertebrate
GCF_002072235.1	ASM207223v1	Penicillium solitum	ascomycetes P.solitum IBT 29525	60172	fungi
GCF_002078875.1	NumMel1.0	Numida meleagris	helmeted guineafowl	8996	birds
GCF_002079055.1	ASM207905v1	Saccharomyces paradoxus	budding yeast S.paradoxus	27291	fungi
GCF_002087225.1	Tth_v3	Trypanosoma theileri	Trypanosoma theileri (Edinburgh 2017 kinetoplastids)	67003	invertebrate
GCF_002093755.1	Dser1.0	Drosophila serrata	fly D.serrata	7274	invertebrate
GCF_002099425.1	phaCin_unsw_v4.1	Phascolarctos cinereus	koala	38626	mammals
GCF_002101785.1	ASM210178v1	Mycobacterium palustre	Mycobacterium palustre (DSM 44572 2017)	153971	bacteria
GCF_002102435.1	Ovir.te_1.0	Odocoileus virginianus texanus	white-tailed deer (Pink-7 2017 refseq)	9880	mammals
GCF_002102565.1	Kocim1	Kockovaella imperatae	basidiomycetes K.imperatae	4999	fungi
GCF_002104995.1	Linpe1	Linderina pennispora	fungi L.pennispora ATCC 12442	61395	fungi
GCF_002105095.1	Pseve2	Pseudomassariella vexata	ascomycetes P.vexata CBS 129021	1141098	fungi
GCF_002105105.1	Prola1	Protomyces lactucae-debilis	ascomycetes P.lactucae-debilis 12-1054	2754530	fungi
GCF_002105155.1	Lobtra1	Lobosporangium transversale	fungi L.transversale	64571	fungi
GCF_002109545.1	ASM210954v1	Acanthochromis polyacanthus	spiny chromis	80966	fish
GCF_002113885.1	ASM211388v2	Mizuhopecten yessoensis	Yesso scallop	6573	invertebrate
GCF_002114115.1	ASM211411v1	Malus domestica	apple	3750	plants
GCF_002116195.1	ViralMultiSegProj381656	Dhori thogotovirus	Dhori thogotovirus (Dhori/1313/61 2017)	11318	viral
GCF_002117355.1	PosplRSB12_1	Postia placenta MAD-698-R-SB12	basidiomycetes P.placenta MAD-698-R-SB12	670580	fungi
GCF_002127325.2	HanXRQr2.0-SUNRISE	Helianthus annuus	common sunflower	4232	plants
GCF_002153865.1	ViralProj387245	Human papillomavirus type 85	human papillomavirus type 85 (114B 2017)	652810	viral
GCF_002156985.1	Harm_1.0	Helicoverpa armigera	cotton bollworm	29058	invertebrate
GCF_002162155.1	WEW_v2.0	Triticum dicoccoides	wild emmer wheat (Zavitan Atlit2015 v2.0 2019)	85692	plants(L)
GCF_002162155.2	WEW_v2.1	Triticum dicoccoides	wild emmer wheat (Zavitan Atlit2015 v2.1 2019)	85692	plants
GCF_002163495.1	Omyk_1.0	Oncorhynchus mykiss	rainbow trout (Swanson)	8022	fish
GCF_002166845.1	GooseV1.0	Anser cygnoides	swan goose (Sichuan white goose 2017)	8845	birds
GCF_002168275.1	ASM216827v2	Herrania umbratica	wild Colombian cocoa	108875	plants
GCF_002201575.1	ASM220157v1	Neomonachus schauinslandi	Hawaiian monk seal (2017 Johns Hopkins U refseq)	29088	mammals(L)
GCF_002201575.2	ASM220157v2	Neomonachus schauinslandi	Hawaiian monk seal (2021 Johns Hopkins U)	29088	mammals
GCF_002204375.1	MunDraft-v1.0	Meriones unguiculatus	Mongolian gerbil (243 2017 Lucigen Corp.)	10047	mammals
GCF_002204515.2	AaegL5.0	Aedes aegypti	yellow fever mosquito	7159	invertebrate
GCF_002207925.1	PAV_r1.0	Prunus avium	sweet cherry	42229	plants
GCF_002211085.1	PHallii_v3.1	Panicum hallii	Hall's panicgrass	206008	plants
GCF_002217175.1	ASM221717v1	Folsomia candida	springtails F.candida	158441	invertebrate
GCF_002217835.1	Dobs_1.0	Drosophila obscura	fly D.obscura 14011-0151.01	7282	invertebrate
GCF_002219525.1	ViralProj394288	Human fecal virus Jorvi3	human fecal virus Jorvi3 (Jorvi3 2017)	2017082	viral
GCF_002219705.1	ViralProj394287	Human fecal virus Jorvi4	human fecal virus Jorvi4 (Jorvi4 2017)	2017083	viral
GCF_002219885.1	ViralProj394289	Human fecal virus Jorvi2	human fecal virus Jorvi2 (Jorvi2 2017)	2017081	viral
GCF_002220235.1	ASM222023v1	Bathycoccus prasinos	green algae B.prasinos RCC1105	41875	plants
GCF_002234675.1	ASM223467v1	Oryzias latipes	Japanese medaka	8090	fish
GCF_002237135.1	ASM223713v2	Teleopsis dalmanni	fly T.dalmanni	139649	invertebrate
GCF_002237265.1	ASM223726v2	Aspergillus thermomutatus	ascomycetes A.thermomutatus	41047	fungi
GCF_002251995.1	ASM225199v2	Wickerhamiella sorbophila	budding yeast W.sorbophila	45607	fungi
GCF_002260705.1	Sdu_1.0	Seriola dumerili	greater amberjack	41447	fish
GCF_002263795.1	ARS-UCD1.2	Bos taurus	cattle (Hereford L1 Dominette 01449 42190680 v2 2018 USDA)	9913	mammals(L)
GCF_002263795.2	ARS-UCD1.3	Bos taurus	cattle (Hereford L1 Dominette 01449 42190680 v3 2018 USDA)	9913	mammals
GCF_002271185.1	ViralProj399971	Human feces smacovirus 3	human feces smacovirus 3 (SmaCV3.21 P21 2017)	1820159	viral
GCF_002288905.1	ASM228890v2	Enhydra lutris kenyoni	sea otter (GAN:26980312 2017 refseq)	391180	mammals
GCF_002288925.2	ASM228892v3	Delphinapterus leucas	beluga whale (GAN/ISIS: 26980492/103006 v3 2019)	9749	mammals
GCF_002303985.1	Duzib1.0	Durio zibethinus	durian	66656	plants
GCF_002402265.1	ASM240226v1	Human gammaherpesvirus 4	Epstein-Barr virus (Raji 2005)	10376	viral
GCF_002443255.1	Vdes_3.0	Varroa destructor	honeybee mite	109461	invertebrate
GCF_002532875.1	vjacob_1.0	Varroa jacobsoni	mite V.jacobsoni	62625	invertebrate
GCF_002571385.1	Stylophora_pistillata_v1	Stylophora pistillata	stony coral S.pistillata	50429	invertebrate
GCF_002575655.1	Aet_v4.0	Aegilops tauschii subsp. strangulata	goatgrass A.strangulata	200361	plants
GCF_002575655.2	Aet_v5.0	Aegilops tauschii subsp. strangulata	monocots	200361	plants
GCF_002706865.1	ASM270686v1	Spodoptera litura	moth S.litura (Ishihara v1 2017)	69820	invertebrates(L)
GCF_002706865.2	ASM270686v3	Spodoptera litura	moth S.litura (Ishihara v3 2017)	69820	invertebrate
GCF_002708625.1	Rhimi1_1	Rhizopus microsporus ATCC 52813	fungi R.microsporus ATCC 52813	1340429	fungi
GCF_002738345.1	Cmax_1.0	Cucurbita maxima	winter squash	3661	plants
GCF_002738365.1	Cmos_1.0	Cucurbita moschata	crookneck pumpkin	3662	plants
GCF_002742065.1	CB0940_V2	Cercospora beticola	ascomycetes C.beticola	122368	fungi
GCF_002742125.1	Oar_rambouillet_v1.0	Ovis aries	Rambouillet sheep (Baylor 2017)	9940	mammals
GCF_002742605.1	O_europaea_v1	Olea europaea var. sylvestris	wild olive	158386	plants
GCF_002775015.1	Cand_auris_B11221_V1	[Candida] auris	budding yeast C.auris	498019	fungi
GCF_002775205.1	X_maculatus-5.0-male	Xiphophorus maculatus	southern platyfish	8083	fish
GCF_002776465.1	AmpOce1.0	Amphiprion ocellaris	clown anemonefish	80972	fish
GCF_002776525.2	ASM277652v2	Piliocolobus tephrosceles	Ugandan red Colobus (RC106 v2 2018)	591936	primates(L)
GCF_002776525.3	ASM277652v3	Piliocolobus tephrosceles	Ugandan red Colobus (RC106 v3 2019)	591936	primates(L)
GCF_002776525.4	ASM277652v4	Piliocolobus tephrosceles	Ugandan red Colobus (RC106 v4 2019)	591936	primates
GCF_002803265.2	SCAv2.0	Melanaphis sacchari	aphids M.sacchari	742174	invertebrate
GCF_002806865.1	ASM280686v2	Cucurbita pepo subsp. pepo	vegetable marrow	3664	plants
GCF_002814215.1	Sedor1	Seriola lalandi dorsalis	yellowtail amberjack	1841481	fish
GCF_002815115.1	ASM281511v1	Punta Toro virus	Punta Toro virus (Adames 2018)	11587	viral
GCF_002815375.1	ASM281537v1	Human metapneumovirus	human metapneumovirus (00-1 2018)	162145	viral
GCF_002815475.1	ASM281547v1	Human orthopneumovirus	human orthopneumovirus (2018)	11250	viral
GCF_002816885.1	ASM281688v1	Human rhinovirus NAT001	human rhinovirus NAT001 (NAT001 2018)	992230	viral
GCF_002817305.1	ASM281730v1	Human parechovirus 1	human parechovirus 1 (2018)	12063	viral
GCF_002819605.1	ASM281960v1	Human stool-associated circular virus NG13	human stool-associated circular virus NG13 (NG13 2018)	743300	viral
GCF_002821385.1	ASM282138v1	Human hepegivirus	human hepegivirus (AK-790 2018)	1704090	viral
GCF_002826025.1	ASM282602v1	Human gemycircularvirus GeTz1	human gemycircularvirus GeTz1 (GeTz1 2018)	1792832	viral
GCF_002826825.1	ASM282682v1	human papillomavirus 71	human papillomavirus 71 (2018)	120686	viral
GCF_002826985.1	ASM282698v1	Human papillomavirus type 161	human papillomavirus type 161 (KC1 2018)	1315264	viral
GCF_002827005.1	ASM282700v1	Human papillomavirus 172	human papillomavirus 172 (2018)	1434987	viral
GCF_002827025.1	ASM282702v1	Human papillomavirus 175	human papillomavirus 175 (SE87 2018)	1434782	viral
GCF_002827045.1	ASM282704v1	Human papillomavirus 204	human papillomavirus 204 (A342 2018)	1650736	viral
GCF_002837175.2	ASM283717v2	Physeter catodon	sperm whale	9755	mammals
GCF_002846915.1	Aspergillus_ochraceoroseus_IBT_24754_v1.1	Aspergillus ochraceoroseus IBT 24754	ascomycetes A.ochraceoroseus IBT 24754	1392256	fungi
GCF_002847045.1	Aspcand1	Aspergillus candidus	ascomycetes A.candidus	41067	fungi
GCF_002847465.1	Aspnov1	Aspergillus novofumigatus IBT 16806	ascomycetes A.novofumigatus IBT 16806	1392255	fungi
GCF_002847485.1	Aspcam1	Aspergillus campestris IBT 28561	ascomycetes A.campestris IBT 28561	1392248	fungi
GCF_002849105.1	Aspste1	Aspergillus steynii IBT 23096	ascomycetes A.steynii IBT 23096	1392250	fungi
GCF_002863925.1	EquCab3.0	Equus caballus	horse (Twilight 2018)	9796	mammals
GCF_002865645.1	Melbi2	Hyaloscypha bicolor E	ascomycetes H.bicolor E	1095630	fungi
GCF_002870075.1	Lsat_Salinas_v7	Lactuca sativa	lettuce (Salinas v1 2018)	4236	plants(L)
GCF_002870075.2	Lsat_Salinas_v7	Lactuca sativa	eudicots lettuce (Salinas v7 2020)	4236	plants(L)
GCF_002870075.3	Lsat_Salinas_v8	Lactuca sativa	eudicots lettuce (Salinas v8 2020)	4236	plants
GCF_002872115.1	PKINGS_0.1	Paramormyrops kingsleyae	Old Calabar mormyrid	1676925	fish
GCF_002872995.1	Otsh_v1.0	Oncorhynchus tshawytscha	Chinook salmon (v1 2018 female)	74940	fish
GCF_002878395.1	UCD10Xv1.1	Capsicum annuum	eudicots bell pepper (UCD-10X-F1 2018)	4072	plants
GCF_002880755.1	Clint_PTRv2	Pan troglodytes	chimpanzee	9598	primates
GCF_002880775.1	Susie_PABv2	Pongo abelii	Sumatran orangutan (2018 refseq)	9601	primates
GCF_002891405.2	Csec_1.0	Cryptotermes secundus	termite C.secundus	105785	invertebrate
GCF_002892825.2	ISE6_asm2.2_deduplicated	Ixodes scapularis	black-legged tick (JCVI 2018)	6945	invertebrate
GCF_002901205.1	cyaCae2	Cyanistes caeruleus	blue tit	156563	birds
GCF_002906115.1	CorkOak1.0	Quercus suber	cork oak	58331	plants
GCF_002910315.2	ASM291031v2	Salvelinus alpinus	Arctic char	8036	fish
GCF_002917755.1	EL10_1.0	Beta vulgaris subsp. vulgaris	beet (EL10 2021 USDA)	3555	plants
GCF_002922805.1	Om_v0.7.RACA	Oryzias melastigma	Indian medaka	30732	fish(L)
GCF_002922805.2	ASM292280v2	Oryzias melastigma	Indian medaka	30732	fish
GCF_002925995.2	T_m_triunguis-2.0	Terrapene carolina triunguis	three-toed box turtle	2587831	vertebrate
GCF_002926055.2	CanHae_1.0	[Candida] haemuloni	budding yeast C.haemuloni	45357	fungi
GCF_002926085.2	CanDuoHae_v1.0	[Candida] duobushaemulonis	budding yeast C.duobushaemulonis	1231522	fungi
GCF_002938485.1	Soryzae_2.0	Sitophilus oryzae	rice weevil	7048	invertebrate
GCF_002938995.1	ASM293899v1	Vanessa tameamea	butterflies V.tameamea	334116	invertebrate
GCF_002940915.1	ASM294091v2	Desmodus rotundus	common vampire bat (DRU21DN04 2018 refseq)	9430	mammals
GCF_002987345.1	ASM298734v1	human papillomavirus 30	human papillomavirus 30 (2018)	10611	viral
GCF_002987365.1	ASM298736v1	Human papillomavirus 184	human papillomavirus 184 (SIBX17 2018)	1472343	viral
GCF_002994745.1	RchiOBHm-V2	Rosa chinensis	China rose (Old Blush v1 2018)	74649	plants(L)
GCF_002994745.2	RchiOBHm-V2	Rosa chinensis	China rose (Old Blush v2 2019)	74649	plants
GCF_003009895.1	ASM300989v1	Hyaena hyaena	striped hyena (Hyena2069 2018 Potsdam U)	95912	mammals
GCF_003013735.1	Cand_pseudohaemulonii_B12108	[Candida] pseudohaemulonii	budding yeast C.pseudohaemulonis	418784	fungi
GCF_003013835.1	Dvir_v2.0	Diabrotica virgifera virgifera	western corn rootworm	50390	invertebrate
GCF_003019875.1	Amore1	Amorphotheca resinae ATCC 22711	creosote fungus	857342	fungi
GCF_003025095.1	Triha_v1.0	Trichoderma harzianum CBS 226.95	ascomycetes T.harzianum CBS 226.95	983964	fungi
GCF_003025105.1	Trias_v._1.0	Trichoderma asperellum CBS 433.97	ascomycetes T.asperellum CBS 433.97	1042311	fungi
GCF_003025115.1	Trici_v4.0	Trichoderma citrinoviride	ascomycetes T.citrinoviride	58853	fungi
GCF_003031525.1	Neophocaena_asiaeorientalis_V1	Neophocaena asiaeorientalis asiaeorientalis	Yangtze finless porpoise (v1 2018 refseq)	1706337	mammals(L)
GCF_003031525.2	Neophocaena_asiaeorientalis_V1	Neophocaena asiaeorientalis asiaeorientalis	Yangtze finless porpoise (v2)	1706337	mammals
GCF_003031625.1	ASM303162v1	Empidonax traillii	willow flycatcher	164674	birds
GCF_003032765.1	ASM303276v1	Eastern chimpanzee simian foamy virus	Eastern chimpanzee simian foamy virus (2018)	2170195	viral
GCF_003033475.1	ASM303347v1	Human associated huchismacovirus 1	human associated huchismacovirus 1 (Oregon/6/2011/GottageGrove/5A1 2018)	2169934	viral
GCF_003033485.1	ASM303348v1	Human associated huchismacovirus 2	human associated huchismacovirus 2 (France/8/2008/2444 2018)	2169935	viral
GCF_003033495.1	ASM303349v1	Human associated huchismacovirus 3	human associated huchismacovirus 3 (France/1/2009/3664 2018)	2169936	viral
GCF_003033575.1	ASM303357v1	Human feces smacovirus 2	human feces smacovirus 2 (SmaCV2 2018)	1820158	viral
GCF_003054445.1	ASM305444v1	Pichia kudriavzevii	budding yeast P.kudriavzevii	4909	fungi
GCF_003055605.1	ASM305560v1	Human papillomavirus 187	human papillomavirus 187 (ACS447 2018)	1851130	viral
GCF_003070985.1	ASM307098v1	Temnothorax curvispinosus	ant T.curvispinosus	300111	invertebrate
GCF_003073045.1	ASM307304v1	Pomacea canaliculata	gastropods P.canaliculata	400727	invertebrate
GCF_003073215.2	Tu2.1	Triticum urartu	red wild einkorn wheat (G1812 2018)	4572	plants
GCF_003086295.2	arahy.Tifrunner.gnm1.KYV3	Arachis hypogaea	peanut	3818	plants
GCF_003121395.1	ASM312139v1	Bubalus bubalis	water buffalo (Mediterranean 2018)	89462	mammals
GCF_003144115.1	Tilwa1	Tilletiopsis washingtonensis	basidiomycetes T.washingtonensis	58919	fungi
GCF_003144135.1	Rhodsp1	Pseudomicrostroma glucosiphilum	basidiomycetes P.glucosiphilum	1684307	fungi
GCF_003144195.1	Cersp1	Ceraceosorus guamensis	basidiomycetes C.guamensis	1522189	fungi
GCF_003144205.1	Meimi1	Meira miltonrushii	basidiomycetes M.miltonrushii	1280837	fungi
GCF_003144245.1	Jamsp1	Jaminaea rosea	basidiomycetes J.rosea	1569628	fungi
GCF_003144295.1	Acain1	Acaromyces ingoldii	basidiomycetes A.ingoldii	215250	fungi
GCF_003160815.1	VulVul2.2	Vulpes vulpes	red fox	9627	mammals
GCF_003184525.1	Aspscl1	Aspergillus sclerotioniger CBS 115572	ascomycetes A.sclerotioniger CBS 115572	1450535	fungi
GCF_003184535.1	Aspeuc1	Aspergillus eucalypticola CBS 122712	ascomycetes A.eucalypticola CBS 122712	1448314	fungi
GCF_003184545.1	Asphet1	Aspergillus heteromorphus CBS 117.55	ascomycetes A.heteromorphus CBS 117.55	1448321	fungi
GCF_003184585.1	Aspsac1	Aspergillus saccharolyticus JOP 1030-1	ascomycetes A.saccharolyticus JOP 1030-1	1450539	fungi
GCF_003184595.1	Asplac1	Aspergillus niger CBS 101883	ascomycetes A.niger CBS 101883	1450533	fungi
GCF_003184625.1	Aspneo1	Aspergillus neoniger CBS 115656	ascomycetes A.neoniger CBS 115656	1448310	fungi
GCF_003184695.1	Aspbru1	Aspergillus brunneoviolaceus CBS 621.78	ascomycetes A.brunneoviolaceus CBS 621.78	1450534	fungi
GCF_003184745.1	Aspuva1	Aspergillus uvarum CBS 121591	ascomycetes A.uvarum CBS 121591	1448315	fungi
GCF_003184755.1	Asppip1	Aspergillus piperis CBS 112811	ascomycetes A.piperis CBS 112811	1448313	fungi
GCF_003184765.1	Aspacu1	Aspergillus aculeatinus CBS 121060	ascomycetes A.aculeatinus CBS 121060	1448322	fungi
GCF_003184785.1	Aspjap1	Aspergillus japonicus CBS 114.51	ascomycetes A.japonicus CBS 114.51	1448312	fungi
GCF_003184825.1	Aspfij1	Aspergillus fijiensis CBS 313.89	ascomycetes A.fijiensis CBS 313.89	1448319	fungi
GCF_003184835.1	Aspcos1	Aspergillus costaricaensis CBS 115574	ascomycetes A.costaricaensis CBS 115574	1448317	fungi
GCF_003184845.1	Aspibe1	Aspergillus ibericus CBS 121593	ascomycetes A.ibericus CBS 121593	1448316	fungi
GCF_003184865.1	Asphom1	Aspergillus homomorphus CBS 101889	ascomycetes A.homomorphus CBS 101889	1450537	fungi
GCF_003184925.1	Aspvad1	Aspergillus vadensis CBS 113365	ascomycetes A.vadensis CBS 113365	1448311	fungi
GCF_003227715.1	Hsal_v8.5	Harpegnathos saltator	Jerdon's jumping ant (DR-91 v8.5 2018)	610380	invertebrates(L)
GCF_003227715.2	Hsal_v8.6	Harpegnathos saltator	Jerdon's jumping ant (DR-91 v8.6 2018)	610380	invertebrate
GCF_003227725.1	Cflo_v7.5	Camponotus floridanus	Florida carpenter ant	104421	invertebrate
GCF_003254395.2	Amel_HAv3.1	Apis mellifera	honey bee	7460	invertebrate
GCF_003255815.1	Tgel_1.0	Theropithecus gelada	gelada	9565	primates
GCF_003259725.1	athCun1	Athene cunicularia	burrowing owl	194338	birds
GCF_003265705.1	ASM326570v1	Callorhinus ursinus	northern fur seal	34884	mammals
GCF_003268045.1	YSA_version1	Sipha flava	yellow sugarcane aphid	143950	invertebrate
GCF_003285725.1	SlebRS2	Scaptodrosophila lebanonensis	fly S.lebanonensis	7225	invertebrate
GCF_003285735.1	DvirRS2	Drosophila virilis	fly D.virilis	7244	invertebrate
GCF_003285875.2	DnovRS2.1	Drosophila novamexicana	fly D.novamexicana	47314	invertebrate
GCF_003285905.1	DhydRS2	Drosophila hydei	fly D.hydei	7224	invertebrate
GCF_003285975.2	DanaRS2.1	Drosophila ananassae	fly D.ananassae (14024-0371.16-18 U. Chicago 2018)	7217	invertebrate
GCF_003286085.1	DperRS2	Drosophila persimilis	fly D.persimilis	7234	invertebrate
GCF_003286155.1	DereRS2	Drosophila erecta	fly D.erecta	7220	invertebrate
GCF_003290485.1	ASM329048v1	Malassezia restricta	basidiomycetes M.restricta	76775	fungi
GCF_003316985.1	ASM331698v1	Fusarium coffeatum	ascomycetes F.coffeatum	231269	fungi
GCF_003327715.1	PumCon1.0	Puma concolor	puma (SC36_Marlon 2018 refseq)	9696	mammals
GCF_003331165.1	Xiphophorus_hellerii-4.1	Xiphophorus hellerii	green swordtail	8084	fish
GCF_003339765.1	Mmul_10	Macaca mulatta	Rhesus monkey (2019 U. Washington)	9544	primates
GCF_003342845.1	notPer1	Nothoprocta perdicaria	Chilean tinamou	30464	birds
